timestamp,user,cage,transaction
2024-05-17T00:00:04,3110024,3,112.11
2024-05-17T00:00:11,4772288,3,-124.0
2024-05-17T00:00:12,5901145,4,880.13
2024-05-17T00:00:35,3148045,1,268.92
2024-05-17T00:01:00,3597613,1,130.34
2024-05-17T00:01:13,1328270,2,122.28
2024-05-17T00:01:40,5006825,1,-236.49
2024-05-17T00:01:45,7908627,4,-284.65
2024-05-17T00:01:51,9936018,2,-177.91
2024-05-17T00:02:00,6587484,3,134.94
2024-05-17T00:02:08,7757809,3,134.0
2024-05-17T00:02:12,1786236,4,136.72
2024-05-17T00:02:14,4136142,4,143.77
2024-05-17T00:02:20,3062492,3,169.93
2024-05-17T00:02:28,6716520,2,196.37
2024-05-17T00:02:36,2039401,3,285.45
2024-05-17T00:03:01,7613047,2,123.33
2024-05-17T00:03:06,5230564,1,-1071.31
2024-05-17T00:03:19,7488234,1,-167.03
2024-05-17T00:03:20,6818253,4,398.87
2024-05-17T00:03:43,7531902,1,115.56
2024-05-17T00:04:03,3608863,3,287.67
2024-05-17T00:04:10,8678485,2,247.61
2024-05-17T00:04:13,7256879,1,113.53
2024-05-17T00:04:14,7998027,3,116.48
2024-05-17T00:04:14,2569954,3,-197.02
2024-05-17T00:04:18,6194017,2,211.33
2024-05-17T00:04:26,7047670,1,217.46
2024-05-17T00:04:27,3850272,1,-131.35
2024-05-17T00:04:30,5048800,1,901.58
2024-05-17T00:04:31,9625449,2,133.94
2024-05-17T00:04:36,2760059,1,106.32
2024-05-17T00:04:39,7462818,4,253.64
2024-05-17T00:05:01,4707185,4,107.68
2024-05-17T00:05:08,8820412,1,546.6
2024-05-17T00:05:13,2873453,1,-121.17
2024-05-17T00:05:22,2089280,4,699.52
2024-05-17T00:05:26,2857415,2,118.84
2024-05-17T00:05:27,5618915,4,172.42
2024-05-17T00:05:27,4680498,1,-134.91
2024-05-17T00:05:34,7996000,1,138.98
2024-05-17T00:05:40,8089016,3,116.93
2024-05-17T00:05:52,1947561,2,222.79
