timestamp,user,cage,transaction
2024-05-16T00:00:12,9336337,1,138.26
2024-05-16T00:00:24,3008912,3,228.0
2024-05-16T00:00:35,2823998,4,186.21
2024-05-16T00:00:57,7488435,4,-1839.99
2024-05-16T00:01:07,8194906,3,131.12
2024-05-16T00:01:19,1708371,1,397.34
2024-05-16T00:01:19,5950699,3,211.11
2024-05-16T00:01:21,1090905,1,-120.99
2024-05-16T00:01:41,7959185,1,645.72
2024-05-16T00:01:46,6112117,4,-233.35
2024-05-16T00:01:49,4222573,4,-121.5
2024-05-16T00:02:23,1886145,1,918.34
2024-05-16T00:02:39,5162723,3,-164.82
2024-05-16T00:02:41,3489242,2,151.9
2024-05-16T00:02:58,5529286,1,879.78
2024-05-16T00:03:22,6868810,1,835.58
2024-05-16T00:03:27,6801105,4,512.04
2024-05-16T00:03:47,3423698,4,904.78
2024-05-16T00:03:51,5230851,2,-247.23
2024-05-16T00:04:02,6442971,2,702.69
2024-05-16T00:04:15,4300066,4,354.68
2024-05-16T00:04:58,3936805,1,105.42
2024-05-16T00:05:03,4504783,2,107.98
2024-05-16T00:05:10,1669124,4,-194.99
2024-05-16T00:05:14,5779516,4,-134.41
2024-05-16T00:05:48,4000795,1,1084.7
2024-05-16T00:05:49,3360341,1,120.3
2024-05-16T00:06:01,7044701,2,1260.4
2024-05-16T00:06:04,6203102,2,119.94
2024-05-16T00:06:18,2449058,1,119.03
2024-05-16T00:06:28,8493257,1,368.21
2024-05-16T00:06:49,7945147,2,1172.33
2024-05-16T00:07:11,9214900,2,136.31
2024-05-16T00:07:30,9066604,4,1241.48
2024-05-16T00:07:33,2474460,4,1385.93
2024-05-16T00:07:42,1422832,4,131.88
2024-05-16T00:07:44,7138280,3,-771.47
2024-05-16T00:07:45,2866609,4,275.66
2024-05-16T00:07:52,8396963,2,426.57
2024-05-16T00:07:53,4838813,2,321.47
2024-05-16T00:07:54,1933759,1,172.07
2024-05-16T00:07:55,1720214,4,201.53
2024-05-16T00:07:56,4641502,1,-224.17
2024-05-16T00:08:00,8302530,1,-441.13
2024-05-16T00:08:13,4289266,4,415.56
2024-05-16T00:08:16,3544787,1,191.15
2024-05-16T00:08:22,4105259,1,342.6
2024-05-16T00:08:27,9541988,3,-595.01
2024-05-16T00:08:28,1358217,3,3899.79
2024-05-16T00:08:41,7648378,3,743.11
2024-05-16T00:08:45,5026311,4,197.5
2024-05-16T00:08:58,9716067,2,1106.92
2024-05-16T00:09:02,2399218,1,134.77
2024-05-16T00:09:04,7795713,1,108.22
2024-05-16T00:09:09,2704282,2,4028.64
2024-05-16T00:09:11,1691324,1,1390.03
2024-05-16T00:09:14,9616053,2,231.93
2024-05-16T00:09:16,5582352,2,392.71
2024-05-16T00:09:28,6110088,1,-206.82
