timestamp,user,cage,transaction
2024-05-14T00:00:09,6385287,1,1548.3
2024-05-14T00:00:25,8787556,3,222.9
2024-05-14T00:00:44,8129304,2,314.25
2024-05-14T00:00:45,2967843,1,-953.5
2024-05-14T00:01:02,3750402,1,192.13
2024-05-14T00:01:05,6274439,4,142.6
2024-05-14T00:01:10,3523743,2,614.36
2024-05-14T00:01:13,8870143,1,384.22
2024-05-14T00:01:24,4489412,3,561.74
2024-05-14T00:01:30,3403321,3,-1035.24
2024-05-14T00:01:37,6131831,4,-191.21
2024-05-14T00:01:56,3430411,2,-210.69
2024-05-14T00:02:10,2117696,2,1616.02
2024-05-14T00:02:25,9711532,4,801.36
2024-05-14T00:02:27,8677566,1,-3527.67
2024-05-14T00:02:41,9171366,4,199.02
2024-05-14T00:02:41,6284157,2,3553.81
2024-05-14T00:02:42,4022606,4,1295.12
2024-05-14T00:02:52,4469848,3,1339.25
2024-05-14T00:02:59,4427039,3,2502.49
2024-05-14T00:03:32,6841363,4,277.98
2024-05-14T00:03:57,5063343,1,8723.79
2024-05-14T00:04:08,7405346,3,-331.23
2024-05-14T00:04:10,1786236,2,354.25
2024-05-14T00:04:32,9844328,1,1347.34
2024-05-14T00:04:46,2589298,3,1694.27
2024-05-14T00:04:55,9752289,3,669.09
2024-05-14T00:05:00,3959958,2,130.87
2024-05-14T00:05:02,9358124,1,698.93
2024-05-14T00:05:11,6486632,4,294.97
2024-05-14T00:05:16,4153875,2,165.09
2024-05-14T00:05:19,9037298,4,2983.9
2024-05-14T00:05:20,4675325,4,702.36
2024-05-14T00:05:29,2226577,3,983.13
2024-05-14T00:05:45,6238238,3,643.83
2024-05-14T00:05:49,6077879,1,1090.32
2024-05-14T00:05:50,3997879,3,-215.98
2024-05-14T00:05:57,6861129,2,4433.58
2024-05-14T00:05:57,4852180,1,1030.06
2024-05-14T00:06:03,2482131,2,401.39
2024-05-14T00:06:04,7588345,3,1651.15
2024-05-14T00:06:06,5089344,4,232.93
2024-05-14T00:06:18,5485154,4,2618.64
2024-05-14T00:06:22,3133733,1,200.76
2024-05-14T00:06:37,4636934,3,4423.03
