timestamp,user,cage,transaction
2024-05-18T00:00:04,7611475,2,245.33
2024-05-18T00:00:06,9446340,1,573.2
2024-05-18T00:00:10,9346032,3,262.0
2024-05-18T00:00:18,5185054,4,295.51
2024-05-18T00:00:21,4708166,2,426.06
2024-05-18T00:00:22,2815006,3,625.15
2024-05-18T00:00:25,5110022,3,-190.82
2024-05-18T00:00:41,1729455,1,357.52
2024-05-18T00:00:43,5136831,4,130.48
2024-05-18T00:01:00,7507988,2,198.27
2024-05-18T00:01:15,2957218,2,343.51
2024-05-18T00:01:16,7182634,3,20487.69
2024-05-18T00:01:37,9547613,3,2169.77
2024-05-18T00:01:51,2196756,3,273.78
2024-05-18T00:02:17,1728052,3,144.49
2024-05-18T00:02:21,7836297,3,132.82
2024-05-18T00:02:29,7169974,4,219.62
2024-05-18T00:02:35,7625454,2,217.45
2024-05-18T00:03:07,9768990,2,-229.78
2024-05-18T00:03:14,4833270,4,211.2
2024-05-18T00:03:48,9140606,2,756.23
2024-05-18T00:03:50,5852172,1,332.86
2024-05-18T00:03:57,4905283,2,153.04
2024-05-18T00:04:24,1493368,3,354.21
2024-05-18T00:04:27,2793263,3,123.44
2024-05-18T00:04:53,4209056,2,3812.38
2024-05-18T00:04:56,5820676,2,313.65
2024-05-18T00:05:05,7189213,2,604.91
2024-05-18T00:05:08,5588898,3,309.38
2024-05-18T00:05:13,9817221,1,-2378.02
2024-05-18T00:05:17,2593287,2,283.43
2024-05-18T00:05:18,1798811,1,391.61
2024-05-18T00:05:20,9972623,2,1316.86
2024-05-18T00:05:45,2779056,2,1033.54
2024-05-18T00:05:52,9066090,3,197.13
2024-05-18T00:05:54,6271829,4,456.83
2024-05-18T00:05:57,8254404,2,299.47
2024-05-18T00:05:57,9755943,4,329.36
2024-05-18T00:06:01,8651905,3,642.3
2024-05-18T00:06:09,8753766,1,-126.41
2024-05-18T00:06:10,7935750,3,139.64
2024-05-18T00:06:14,7312618,4,261.59
2024-05-18T00:06:21,1184334,4,1908.15
2024-05-18T00:06:24,4460564,2,-327.95
2024-05-18T00:06:24,3435564,4,3026.31
2024-05-18T00:07:23,7110717,4,146.84
2024-05-18T00:07:24,1223435,1,146.48
2024-05-18T00:07:27,5150620,3,-1518.61
2024-05-18T00:07:38,2417408,2,213.97
2024-05-18T00:07:40,4776967,4,596.12
2024-05-18T00:07:42,2649834,2,762.17
2024-05-18T00:07:49,6963764,2,676.69
2024-05-18T00:09:04,2207933,2,439.84
2024-05-18T00:09:05,1401269,1,966.75
2024-05-18T00:09:09,4371746,4,-313.6
2024-05-18T00:09:18,3255032,3,-132.67
2024-05-18T00:09:21,6474628,2,-136.56
2024-05-18T00:09:28,4418640,2,1486.75
2024-05-18T00:09:56,1911242,2,289.7
2024-05-18T00:10:04,7569157,2,1875.27
2024-05-18T00:10:26,4134024,4,526.04
2024-05-18T00:10:32,3683363,3,521.85
2024-05-18T00:10:34,2011106,1,-136.83
2024-05-18T00:10:34,2650559,4,2706.65
2024-05-18T00:11:01,5107965,4,-205.45
2024-05-18T00:12:02,6313661,1,347.59
2024-05-18T00:12:28,4211164,3,1003.49
2024-05-18T00:12:39,9050397,4,229.04
